年;月;日;时;分;秒;纬;经;mw
1975;12;20;4;59;21;27.82;96.46;4.52
1975;2;1;18;16;47;35.82;73.16;4.95
1974;5;15;3;51;22;25.66;91.91;4.74
1974;4;6;21;35;35;39.75;69.22;4.09
1973;10;12;2;54;11;37.68;71.88;5.39
1973;10;16;9;50;44;27.2;82.6;5.28
1973;2;6;20;37;49;40.86;74.02;4.41
1970;5;15;20;12;17;50.22;91.32;5.28
1969;4;6;19;22;40;50.33;91.32;4.95
1966;8;1;6;29;45;39.27;70.3;5.39
1996;12;22;21;45;45;28.75;81.49;3.51
1998;5;20;8;42;53;29.55;81.51;2.82
1998;11;6;14;29;35;32.3;76.01;3.98
2000;11;13;8;56;51;21.94;93.04;5.46
2001;8;12;13;17;44;24.45;92.11;4.71
2000;4;27;12;28;59;22.47;94.42;4.09
2002;3;26;16;54;23;35.97;69.23;4.71
2001;10;27;17;7;6;18.98;92.45;4.3
2002;11;7;20;15;44;35.36;74.52;3.63
2002;11;18;21;59;38;21.69;94.71;4.83
2003;4;19;17;33;18;18.19;94.12;3.54
2003;5;5;9;55;39;40.85;72.5;4.4
2003;7;29;6;25;38;26.22;95.94;4.83
2003;9;27;12;14;38;50.09;88.04;4.3
2003;10;21;4;33;10;38.84;68.53;4.03
2003;11;29;18;34;43;25.84;93.36;4.21
2004;11;25;1;11;14;20.84;92.23;4.32
2005;10;8;4;23;8;34.73;73.22;5.48
2005;10;9;9;22;35;34.6;73.26;4.91
2005;10;28;12;16;52;34.57;73.38;3.17
2005;10;10;9;30;42;34.62;73.11;3.17
2005;10;10;19;19;38;34.81;72.93;3.75
2005;12;26;8;56;0;36.05;69.35;4.65
2005;10;23;21;32;19;34.92;73.02;3.51
2006;2;3;14;22;22;38.62;69.75;4.65
2008;5;19;6;8;26;38.82;70.43;4.44
2009;1;21;1;42;25;15.49;96.11;4.99
2009;2;17;15;11;52;38.77;71.53;3.44
2009;3;2;3;31;51;39.09;71.47;3.65
2007;10;20;22;23;9;18.05;94.35;4.44
2008;3;11;6;13;35;34.51;73.59;4.65
2009;9;5;18;55;2;39.07;71.33;3.76
2009;9;8;5;32;3;39.1;71.35;3.87
2009;11;17;8;57;34;34.9;74.05;3.54
2010;10;10;21;44;26;34.0;73.11;5.2
2010;10;29;1;25;39;34.85;73.84;3.98
2010;9;17;23;30;9;34.92;73.96;3.98
2011;4;6;0;9;2;34.82;73.84;3.87
2011;3;18;10;27;12;34.88;73.93;4.44
2010;6;11;18;4;58;25.6;91.37;3.65
2011;4;14;8;6;20;25.65;90.8;3.54
2011;9;30;20;18;3;35.02;73.84;3.65
2011;9;18;19;20;54;25.61;91.02;3.98
2012;3;12;21;26;2;39.01;71.25;3.87
2012;5;22;2;55;20;33.88;72.67;4.21
2012;9;6;18;27;10;25.49;91.09;4.56
1987;11;24;23;19;21;21.58;97.55;4.52
2013;11;6;14;53;11;31.69;75.8;4.1
1956;7;16;15;7;12;22.18;95.78;6.82
1992;11;23;23;11;8;38.57;72.61;5.6
1926;8;9;14;2;43;27.07;122.01;6.33
1930;4;28;18;34;41;25.48;98.45;6.27
1943;2;23;23;20;3;22.12;99.57;5.86
1943;7;15;11;54;2;39.91;78.21;5.94
1944;12;19;14;9;3;40.0;124.21;6.67
1945;9;23;15;34;28;39.54;118.91;6.31
1946;11;10;0;46;45;40.78;79.07;5.98
1947;8;16;5;53;14;39.89;77.49;5.8
1947;8;24;11;37;12;41.33;81.32;6.27
1948;5;23;9;13;25;37.72;122.03;6.16
1948;5;25;18;43;22;29.91;100.73;5.68
1948;5;29;14;2;13;35.09;115.43;5.95
1948;10;8;19;2;0;27.05;103.91;6.06
1948;10;10;2;6;46;27.25;104.01;5.93
1949;2;24;5;28;7;42.08;83.79;5.84
1949;3;11;22;28;17;25.95;99.04;5.69
1949;5;25;8;23;53;41.77;83.56;6.44
1950;2;2;23;33;48;21.95;99.97;6.89
1950;2;3;2;51;55;21.81;99.98;6.71
1952;1;23;3;29;30;39.73;95.44;5.96
1953;5;3;23;57;7;24.12;103.16;5.56
1955;1;28;17;2;43;33.14;82.58;6.47
1957;8;30;16;18;3;39.33;72.84;5.79
1959;11;30;11;13;2;44.48;80.68;6.02
1961;12;30;7;8;37;39.88;77.42;5.82
1963;6;21;13;44;27;47.78;130.59;5.88
1963;10;16;15;43;5;38.72;73.34;6.47
1963;12;18;6;40;8;41.84;82.6;5.75
1965;7;3;11;26;14;22.34;101.5;5.88
1965;8;2;1;22;0;32.9;93.2;5.49
1965;10;21;15;56;34;43.9;87.0;5.12
1965;11;13;4;33;53;43.74;87.84;6.5
1966;10;13;12;42;46;31.4;80.1;5.11
1967;5;27;1;42;52;40.1;77.3;5.11
1974;9;27;5;26;38;28.68;85.49;5.76
1975;3;10;3;7;0;32.2;78.8;5.18
1976;3;28;8;48;0;41.1;82.0;4.69
1977;8;25;22;50;0;30.3;94.9;4.78
1977;9;14;5;55;23;36.9;79.7;4.78
1977;11;22;11;34;10;44.4;84.2;4.69
1985;8;1;12;13;47;29.2;95.19;5.69
1986;7;6;20;21;56;34.54;80.04;4.52
1987;8;9;21;15;1;29.54;83.78;5.56
1988;10;6;18;22;55;39.65;74.41;4.18
1988;11;6;15;49;18;22.4;99.77;4.61
1991;6;16;2;7;19;39.35;73.7;5.29
1991;9;20;9;37;43;44.95;90.39;4.44
1995;2;17;2;44;24;27.48;92.62;5.46
1996;7;12;2;9;19;30.04;88.2;4.1
1996;11;19;10;44;48;35.32;78.18;6.86
1997;1;28;22;37;54;35.33;87.87;4.44
1997;3;10;17;50;37;27.38;92.67;4.18
1997;6;8;20;25;54;39.2;89.48;4.44
1997;11;9;4;18;56;35.28;87.75;4.95
1997;11;10;10;23;7;35.55;87.46;4.18
1997;11;14;22;23;59;35.52;88.17;5.12
1997;11;19;23;23;36;31.85;82.75;4.18
1997;11;30;1;5;0;35.22;87.96;4.18
1998;4;12;8;47;43;33.27;87.74;4.27
2001;4;29;10;39;10;29.12;87.46;4.44
2004;2;22;20;15;59;39.2;75.03;4.61
2004;5;5;12;52;46;31.68;85.08;4.52
2004;8;6;4;22;7;38.12;106.36;4.35
2005;7;25;12;40;37;34.38;89.02;4.01
2006;5;25;6;30;15;32.93;85.66;4.27
2006;7;16;22;48;39;33.42;91.8;4.1
2007;11;20;22;40;16;34.39;86.7;4.18
2008;3;6;14;25;36;27.77;87.36;4.18
2008;4;18;3;1;52;35.28;81.29;5.02
2008;9;22;7;39;30;39.74;74.39;4.27
2008;10;5;16;51;40;39.3;73.8;4.69
2012;3;8;22;50;8;39.41;81.29;5.86
2012;6;1;12;32;28;39.82;75.32;5.09
2012;8;9;13;11;58;28.23;86.65;4.01
2012;10;2;18;37;39;26.78;92.95;4.9
2013;1;9;7;44;20;29.97;81.89;4.27
2014;2;13;0;8;43;36.09;82.33;4.88
1940;11;6;16;11;6;29.5;104.5;5.6
1965;1;18;15;21;58;37.09;95.57;5.06
1966;7;16;19;43;30;40.83;74.07;4.95
1969;6;25;4;42;41;41.42;79.43;5.06
1969;7;19;10;56;38;38.5;119.5;4.95
1970;5;8;11;8;9;32.82;95.09;4.63
1971;6;17;15;20;13;41.36;79.42;5.06
1975;11;30;18;33;24;27.29;100.49;5.06
1977;8;6;20;51;55;30.32;94.79;4.84
1978;5;29;20;48;23;23.29;101.68;4.52
1983;12;16;13;40;29;39.43;73.03;5.6
1983;12;16;13;47;37;39.35;72.95;4.95
1984;9;10;5;18;31;36.51;76.72;5.06
1984;10;26;0;27;16;38.12;106.45;4.63
1986;4;29;15;23;11;31.43;88.26;4.67
1987;1;24;8;13;17;41.4;79.35;5.72
1987;8;10;12;26;53;37.97;106.72;5.08
1988;11;6;13;21;7;22.59;100.07;6.06
1994;1;12;10;12;6;39.45;75.45;4.63
1995;12;28;16;58;24;41.66;80.94;3.63
1996;6;27;16;0;45;26.71;92.28;4.41
1996;7;23;21;51;40;31.48;87.74;4.89
1996;10;3;1;29;4;28.41;87.48;4.56
1996;11;23;5;7;30;38.31;76.55;4.83
1996;11;24;0;52;11;27.02;93.01;4.56
1997;4;12;7;5;11;38.22;120.4;4.56
1997;6;22;5;21;20;34.0;82.65;4.71
1997;12;27;13;42;50;33.05;96.21;3.4
1998;4;30;16;6;11;33.43;81.98;3.65
1998;6;15;7;21;35;39.58;77.1;4.09
1998;9;13;9;27;51;40.27;74.05;3.87
1998;9;18;11;18;14;41.08;78.8;4.46
1998;10;31;10;42;5;31.63;104.05;4.53
1998;11;2;6;21;7;38.79;73.4;4.56
1999;11;12;14;29;26;28.34;104.81;4.22
2000;4;14;6;22;52;44.61;81.44;3.98
2000;9;19;11;56;47;35.61;106.23;4.89
2000;11;9;5;2;7;38.41;88.34;4.56
2001;3;13;11;42;42;25.1;101.39;3.63
2001;3;25;7;56;9;31.41;85.57;4.16
2002;6;4;17;27;10;30.51;81.45;5.08
2002;12;5;17;42;7;41.76;81.49;4.56
2003;2;3;0;10;54;44.07;85.2;4.65
2003;4;6;6;56;8;39.8;74.36;4.46
2003;5;29;0;33;27;27.18;92.7;4.46
2003;6;29;18;35;4;44.94;79.87;3.65
2004;3;30;4;50;32;33.75;88.97;4.65
2004;4;6;13;25;56;34.04;89.31;3.76
2004;9;23;15;6;29;40.32;77.79;4.46
2005;5;30;20;45;13;35.54;89.46;3.98
2006;1;8;19;16;51;31.46;80.54;3.4
2006;1;17;17;26;57;33.0;78.59;4.67
2006;1;26;21;34;20;42.4;82.6;4.53
2006;1;31;5;19;9;31.76;95.06;4.77
2006;2;1;23;21;27;38.78;73.13;3.44
2006;2;10;18;27;32;33.61;81.22;4.22
2006;2;15;3;7;31;33.7;81.46;3.98
2006;2;23;20;15;42;26.83;92.03;3.54
2006;2;25;5;48;56;27.02;91.69;4.16
2006;2;25;8;26;53;37.1;79.65;3.11
2006;2;26;3;29;23;35.33;89.36;4.19
2006;2;28;9;13;50;32.63;89.78;3.65
2006;3;12;1;56;53;39.39;74.15;3.98
2006;3;23;1;29;14;38.49;74.61;3.4
2006;3;23;2;30;17;39.73;77.94;3.76
2006;3;25;9;2;25;35.43;89.6;4.09
2006;3;26;5;6;2;38.21;92.99;3.87
2006;3;30;0;4;51;36.07;95.33;3.75
2006;4;4;7;51;24;31.87;94.98;4.09
2006;4;8;18;39;16;42.12;84.96;3.28
2006;4;10;21;48;37;33.05;103.6;3.63
2006;4;11;14;15;18;28.03;87.74;3.4
2006;4;12;15;55;2;33.19;92.41;3.54
2006;4;19;21;21;25;31.63;90.55;3.86
2006;4;23;11;42;34;36.91;75.41;3.76
2006;4;27;13;22;32;38.62;75.19;3.65
2006;5;1;14;48;3;34.32;85.52;3.44
2006;5;3;1;58;32;36.06;75.78;3.05
2006;5;14;14;3;14;33.79;91.18;4.28
2006;5;18;8;20;40;35.69;94.5;3.76
2006;5;24;20;27;44;32.9;85.32;3.22
2006;5;28;20;32;28;32.88;85.46;4.77
2006;6;23;1;49;16;36.44;75.88;3.05
2006;7;20;16;52;39;30.09;83.66;4.53
2006;7;20;19;10;17;44.56;83.13;4.53
2006;7;30;0;10;55;32.8;85.4;3.51
2006;8;14;2;41;17;39.35;81.37;3.87
2006;8;14;11;58;10;34.74;80.15;4.46
2006;8;15;0;30;43;29.59;85.16;3.98
2006;8;31;6;47;2;37.77;78.02;2.93
2006;9;7;13;5;11;34.91;78.0;3.98
2006;9;30;20;12;15;37.3;75.06;3.4
2006;10;30;22;54;32;34.54;80.5;3.51
2006;11;12;15;44;52;38.83;110.31;4.3
2006;11;25;8;50;37;35.85;78.52;4.53
2006;12;30;13;19;17;26.47;108.98;3.11
2007;2;2;0;41;16;28.21;94.05;4.32
2007;3;19;19;24;21;27.81;92.91;3.54
2007;3;24;20;34;31;33.89;90.66;3.76
2007;4;28;2;2;54;36.73;75.77;3.65
2007;5;5;21;5;16;34.42;82.05;3.86
2007;5;6;1;37;24;33.93;81.34;3.44
2007;5;13;0;41;36;33.11;82.15;4.21
2007;5;28;3;29;55;27.77;87.57;3.98
2007;7;22;10;51;36;27.39;100.76;3.33
2007;8;7;14;22;45;29.28;87.03;3.76
2007;8;9;17;35;9;28.64;95.61;3.76
2007;8;12;10;21;51;38.53;97.26;3.65
2007;10;13;14;31;47;32.63;83.76;3.28
2007;10;20;10;56;38;33.14;88.76;3.76
2007;10;22;7;23;51;44.59;81.22;4.77
2007;10;31;0;51;54;24.71;104.19;3.33
2007;11;10;18;7;1;37.87;88.78;3.63
2007;11;26;21;19;14;39.16;109.86;4.32
2007;11;27;2;23;49;45.62;84.26;4.56
2007;12;3;20;49;12;43.35;83.5;4.46
2007;12;23;18;51;17;36.53;84.63;3.22
2008;1;16;22;47;30;32.28;85.23;4.56
2008;1;16;23;33;36;32.44;84.78;3.51
2008;1;17;23;1;40;32.49;85.33;3.76
2008;1;19;0;59;2;32.34;85.14;3.86
2008;2;16;5;59;59;29.49;102.04;4.09
2008;3;1;5;11;23;33.78;96.45;3.51
2008;3;6;2;23;24;34.46;86.49;3.65
2008;3;18;15;31;56;27.4;93.42;4.16
2008;4;11;4;27;38;40.31;113.45;3.65
2008;4;20;11;16;12;25.75;98.42;3.76
2008;4;21;3;58;26;35.89;81.98;3.54
2008;4;21;4;39;14;36.44;76.22;3.65
2008;5;13;20;44;48;27.1;92.89;3.4
2008;5;28;18;54;32;33.08;83.01;3.05
2008;6;9;8;27;12;28.23;93.34;4.32
2008;6;25;13;46;44;33.46;92.19;3.76
2008;8;17;15;37;29;37.65;75.61;3.76
2008;8;25;13;29;27;30.74;83.36;5.14
2008;8;25;14;5;7;30.9;83.38;4.09
2008;8;27;19;53;2;30.65;82.89;3.51
2008;8;30;21;48;46;30.65;83.29;3.4
2008;8;31;7;39;32;30.93;83.41;3.76
2008;9;1;6;14;37;30.98;83.72;3.4
2008;9;26;14;29;10;31.36;83.82;4.46
2008;10;1;6;38;60;31.03;83.98;3.51
2008;10;3;19;19;8;29.89;99.71;3.98
2008;10;5;1;14;1;30.71;83.26;4.32
2008;10;5;16;0;38;39.46;73.76;4.95
2008;10;5;16;5;21;39.34;73.97;4.67
2008;10;5;16;10;11;39.65;73.6;4.09
2008;10;5;16;24;32;39.29;73.53;4.44
2008;10;5;16;29;11;39.32;73.65;4.21
2008;10;5;16;34;17;39.34;73.74;3.51
2008;10;5;16;34;17;39.72;74.05;3.51
2008;10;5;16;51;43;39.41;73.84;4.19
2008;10;5;16;55;57;39.15;73.27;3.98
2008;10;5;17;8;55;39.43;73.69;4.32
2008;10;5;17;13;28;39.53;73.84;4.32
2008;10;5;17;37;53;39.34;73.74;3.76
2008;10;5;18;1;37;39.29;73.41;4.56
2008;10;5;18;3;6;39.4;73.65;3.65
2008;10;5;18;20;50;39.6;73.84;3.75
2008;10;5;18;37;30;39.45;73.97;3.87
2008;10;5;19;43;53;39.32;73.57;3.86
2008;10;5;21;21;53;39.53;73.32;3.75
2008;10;5;22;13;18;39.41;73.42;3.75
2008;10;5;23;37;37;38.89;73.78;3.63
2008;10;6;2;41;23;39.14;73.57;3.98
2008;10;6;9;41;23;39.54;73.2;4.09
2008;10;6;10;36;42;39.22;73.41;3.44
2008;10;6;11;29;32;39.65;73.77;3.87
2008;10;6;12;41;42;38.41;73.87;3.17
2008;10;6;15;47;39;39.22;73.39;3.44
2008;10;6;17;38;21;39.26;73.66;3.98
2008;10;6;17;46;44;39.39;73.59;3.76
2008;10;6;19;7;38;39.31;73.54;4.67
2008;10;6;21;59;35;39.5;73.96;3.75
2008;10;6;22;28;15;39.14;73.67;3.4
2008;10;9;16;37;42;39.18;73.61;3.87
2008;10;11;10;6;41;39.3;73.53;4.32
2008;10;16;18;51;4;31.15;83.91;3.54
2008;10;17;5;7;26;39.27;73.75;4.4
2008;10;19;17;15;33;29.53;91.64;3.44
2008;10;22;0;15;10;29.56;91.31;3.87
2008;10;27;10;9;4;39.5;73.64;4.09
2008;10;27;12;21;30;31.56;83.66;3.44
2008;10;29;11;58;18;30.32;83.58;3.75
2008;11;1;13;25;52;39.29;73.51;3.87
2008;11;6;1;5;53;39.2;73.36;4.09
2008;11;6;14;34;22;30.51;84.64;3.63
2008;11;26;9;16;8;30.15;83.55;3.63
2008;11;27;15;32;6;26.91;92.3;3.44
2008;12;1;13;10;51;32.6;84.85;3.33
2008;12;7;9;29;46;36.67;97.74;4.53
2008;12;7;14;6;38;30.8;83.06;4.09
2008;12;11;15;49;37;32.73;91.17;3.65
2008;12;14;16;42;7;32.92;92.24;3.65
2008;12;24;17;37;35;30.85;83.41;3.63
2008;12;26;11;43;56;29.88;81.95;4.09
2008;12;31;3;21;40;38.89;105.92;3.63
2009;1;7;15;5;16;26.17;105.39;3.44
2009;1;10;13;36;41;35.0;85.88;4.16
2009;1;18;6;33;47;25.66;103.87;3.76
2009;1;21;3;27;55;35.69;82.69;3.54
2009;1;24;13;7;3;32.85;93.56;3.33
2009;1;27;1;2;58;34.97;81.79;3.75
2009;1;28;17;28;13;30.2;96.76;3.54
2009;2;17;17;42;40;33.15;88.34;4.53
2009;2;18;3;5;60;33.17;88.37;3.65
2009;2;19;12;20;51;33.22;88.54;3.76
2009;2;20;22;18;33;41.88;88.64;3.65
2009;3;3;23;45;15;33.65;78.39;3.87
2009;3;17;22;49;10;30.8;83.8;4.4
2009;3;23;20;10;11;41.25;88.43;3.76
2009;3;25;12;43;21;33.7;82.49;4.09
2009;3;25;14;7;22;35.29;90.75;3.76
2009;3;29;14;42;17;38.53;91.49;3.54
2009;4;2;10;15;22;33.78;82.58;4.19
2009;4;6;6;23;49;33.99;82.49;4.09
2009;4;6;9;25;49;33.76;82.33;4.46
2009;4;8;17;24;28;33.77;82.39;4.22
2009;4;9;8;40;13;35.63;92.49;4.77
2009;4;12;13;33;19;34.43;86.58;3.65
2009;4;14;23;41;50;33.29;90.93;3.76
2009;4;19;0;45;30;34.8;85.8;3.65
2009;4;19;2;43;6;34.76;85.5;4.53
2009;5;5;12;21;48;39.49;95.31;3.54
2009;5;14;23;59;10;31.73;94.96;4.28
2009;5;15;4;13;59;34.84;80.75;3.87
2009;5;20;0;38;17;33.72;82.5;4.4
2009;5;23;22;53;33;37.72;89.21;3.76
2009;5;29;20;45;5;32.68;81.82;3.65
2009;5;30;19;14;35;32.79;81.68;4.22
2009;6;5;6;58;53;32.88;82.1;4.32
2009;6;17;17;39;16;33.16;92.35;3.65
2009;6;21;0;1;16;44.11;88.36;4.19
2009;6;21;20;22;38;33.69;95.46;3.76
2009;6;27;3;5;24;41.0;87.95;4.09
2009;6;30;15;7;29;31.26;83.37;3.87
2009;7;6;1;53;6;39.18;91.78;3.65
2009;7;10;6;40;35;42.46;86.57;3.76
2009;7;11;13;36;5;41.06;87.85;4.09
2009;7;26;9;51;39;33.49;87.02;4.09
2009;8;13;18;53;32;35.78;76.76;4.46
2009;8;23;12;58;58;36.6;83.76;3.87
2009;8;23;20;2;51;33.86;82.52;4.3
2009;9;14;5;7;31;34.36;86.24;3.98
2009;9;21;10;22;25;27.4;91.45;4.09
2009;9;21;20;4;37;39.34;73.07;3.76
2009;9;22;8;28;0;27.33;91.51;3.98
2009;10;2;8;38;35;27.31;91.46;3.87
2009;10;11;20;13;33;31.54;91.25;3.98
2009;10;29;17;7;26;27.13;90.64;3.76
2009;10;29;21;37;8;35.26;92.19;4.4
2009;11;1;13;15;16;28.67;97.76;3.87
2009;11;6;21;4;24;38.19;74.41;3.98
2009;11;9;10;21;43;29.74;86.6;3.65
2009;11;11;10;41;41;34.44;86.79;3.87
2009;11;13;5;11;55;34.83;85.6;3.87
2009;11;17;20;40;21;27.95;92.9;3.65
2009;11;17;21;18;60;38.52;90.82;4.67
2009;11;19;8;52;52;33.67;82.26;3.65
2009;11;21;21;10;29;32.23;87.76;3.65
2009;11;27;22;34;40;42.18;87.27;3.87
2009;12;6;10;25;33;33.21;88.85;3.33
2009;12;11;6;50;48;35.02;77.99;3.76
2009;12;16;5;51;37;33.79;92.75;3.76
2009;12;19;20;27;39;39.09;110.66;3.87
2009;12;22;17;23;59;27.46;91.05;3.54
2009;12;26;1;16;55;39.41;110.74;3.65
2010;1;1;7;2;58;33.66;82.33;3.44
2010;1;7;6;0;39;35.21;88.69;4.4
2010;1;7;10;3;4;35.97;89.49;3.22
2010;1;8;17;15;59;27.34;91.26;3.65
2010;1;12;6;18;4;28.98;106.99;3.98
2010;1;24;3;42;36;39.02;106.04;4.09
2010;1;27;22;18;24;34.24;85.24;3.65
2010;2;1;9;56;32;39.38;110.49;3.87
2010;2;4;11;29;23;18.92;108.88;4.3
2010;2;5;22;26;37;39.36;110.49;3.87
2010;2;10;21;18;17;34.95;86.98;3.76
2010;2;14;5;49;16;31.79;90.53;3.54
2010;2;16;1;42;37;32.97;88.41;4.71
2010;2;20;15;48;14;30.9;84.79;3.54
2010;3;2;22;2;34;33.83;93.14;4.09
2010;3;10;15;41;45;32.21;92.64;3.65
2010;3;15;20;23;29;30.63;81.97;5.02
2010;3;18;18;23;28;34.31;81.69;3.76
2010;3;19;1;43;8;33.56;89.46;3.98
2010;3;25;0;44;27;37.36;74.78;3.44
2010;3;27;14;44;2;27.78;87.71;3.98
2010;3;30;3;56;54;32.58;92.71;4.19
2010;4;3;2;54;45;34.62;80.91;3.76
2010;4;14;3;11;21;33.09;96.78;3.44
2010;4;14;17;41;17;33.29;96.25;3.33
2010;4;15;11;18;2;33.07;96.74;3.87
2010;4;20;2;6;26;33.62;97.57;3.76
2010;4;25;6;5;12;32.67;92.76;4.28
2010;4;28;19;20;32;31.69;90.66;4.34
2010;4;29;17;37;39;30.67;102.51;3.87
2010;4;30;13;14;58;32.86;82.1;3.54
2010;5;3;10;7;48;26.59;91.82;3.76
2010;5;3;16;24;42;33.91;87.82;3.76
2010;5;10;5;18;54;32.72;91.46;3.98
2010;5;13;6;5;59;28.3;84.5;3.87
2010;5;29;0;25;34;34.48;82.4;3.54
2010;5;29;5;49;52;31.91;97.56;3.65
2010;5;29;7;18;16;33.16;96.59;3.65
2010;5;31;0;34;57;34.5;80.73;3.98
2010;6;1;19;33;25;34.61;80.77;3.76
2010;6;3;5;6;25;33.3;96.21;4.09
2010;6;3;15;0;18;34.4;80.57;3.87
2010;6;4;8;27;35;34.48;80.87;3.98
2010;6;4;9;6;55;34.62;80.69;4.21
2010;6;4;10;34;54;34.48;80.91;4.4
2010;6;4;14;27;52;34.49;80.68;4.41
2010;6;4;20;12;52;33.37;96.17;3.76
2010;6;6;16;33;6;34.55;80.72;3.87
2010;6;7;16;3;39;32.75;91.16;3.87
2010;6;13;2;31;37;32.62;85.3;3.87
2010;6;13;7;44;44;34.53;80.73;4.56
2010;6;13;16;52;21;34.85;80.83;3.65
2010;6;16;17;52;35;33.62;82.32;3.87
2010;6;23;0;17;4;32.72;85.46;3.76
2010;6;24;11;19;12;32.91;85.33;3.87
2010;6;26;18;22;49;31.81;88.08;4.34
2010;6;30;10;16;47;34.61;80.59;4.09
2010;7;1;19;4;36;33.37;93.91;3.87
2010;7;5;21;23;32;30.93;80.11;3.33
2010;7;10;18;49;36;32.1;85.28;3.76
2010;7;12;22;2;8;31.02;83.84;3.65
2010;7;25;8;39;48;27.34;91.23;3.65
2010;7;28;5;0;51;36.6;74.49;3.76
2010;7;28;11;14;46;27.42;91.56;3.76
2010;7;28;11;52;49;33.23;96.64;4.19
2010;7;30;18;3;37;30.27;94.88;4.67
2010;8;9;1;32;9;30.28;94.93;3.98
2010;8;12;20;1;12;29.88;94.96;3.87
2010;8;14;3;8;15;34.2;78.99;4.16
2010;9;14;11;8;35;34.87;80.96;3.44
2010;9;15;14;18;16;27.88;93.86;3.87
2010;9;17;5;49;27;37.35;74.65;3.98
2010;9;22;9;22;42;34.93;80.7;3.98
2010;9;27;5;35;32;32.83;81.74;3.65
2010;9;30;3;49;38;32.71;85.73;4.3
2010;10;7;7;47;15;33.59;91.04;4.09
2010;10;8;22;51;54;32.68;85.6;3.44
2010;10;11;20;6;48;34.47;81.14;3.76
2010;10;27;4;7;33;31.13;84.63;3.87
2010;10;31;15;12;41;32.8;82.27;4.28
2010;11;4;5;23;13;30.95;84.53;4.59
2010;11;5;4;43;11;34.34;80.52;3.87
2010;11;6;9;43;37;32.83;83.93;3.76
2010;11;7;10;53;17;30.95;84.55;4.4
2010;11;7;12;14;16;38.45;91.78;3.87
2010;11;7;17;17;51;30.81;84.36;3.65
2010;11;7;20;30;13;30.89;84.29;3.54
2010;11;11;19;27;43;31.26;84.4;3.98
2010;11;13;3;3;51;33.1;82.49;4.28
2010;12;1;10;7;12;38.23;91.69;4.4
2010;12;11;15;58;42;39.71;110.73;3.65
2010;12;15;2;53;8;35.19;83.21;3.65
2010;12;23;22;6;45;34.58;83.02;3.87
2010;12;27;15;54;4;33.98;88.3;3.76
2010;12;28;15;18;24;38.91;110.66;5.14
2010;12;29;15;22;57;32.7;95.22;3.76
2011;1;12;21;50;48;35.57;88.45;4.3
2011;1;12;21;56;48;35.69;88.52;3.76
2011;1;12;22;59;0;35.65;88.52;3.76
2011;1;13;17;24;4;34.17;83.66;3.76
2011;1;17;17;51;30;34.57;81.05;3.54
2011;1;21;3;9;32;34.06;88.05;3.54
2011;1;23;5;59;25;39.15;106.16;4.09
2011;1;27;7;28;7;34.76;89.51;3.76
2011;2;1;1;33;16;30.24;96.76;3.98
2011;2;1;18;48;11;33.54;90.28;3.87
2011;2;13;4;15;51;30.61;85.96;3.65
2011;2;22;19;44;49;27.64;87.3;3.76
2011;2;25;5;38;34;34.66;86.35;3.65
2011;2;25;9;4;32;39.03;110.58;3.87
2011;2;26;10;34;50;33.02;84.95;4.34
2011;2;27;10;21;27;28.69;88.47;3.33
2011;3;1;16;31;20;38.87;110.45;3.87
2011;3;4;1;1;13;32.22;94.56;4.59
2011;3;9;17;44;17;37.21;78.58;3.54
2011;3;17;9;19;42;34.24;80.51;3.76
2011;3;19;5;48;28;39.1;111.03;3.65
2011;3;21;9;35;3;32.63;91.76;3.76
2011;3;22;23;41;45;31.64;91.37;3.54
2011;3;23;1;48;19;31.16;83.36;3.65
2011;3;31;19;2;20;32.72;91.65;4.46
2011;4;8;12;20;24;32.05;86.22;3.65
2011;4;9;21;22;23;30.05;96.85;3.87
2011;4;12;12;12;8;29.95;97.03;4.09
2011;4;14;17;51;0;31.67;101.81;3.54
2011;4;15;16;32;58;30.14;96.93;3.65
2011;4;18;5;42;53;32.23;105.62;3.54
2011;4;24;18;53;41;27.99;86.86;3.54
2011;4;28;11;17;56;32.05;83.84;4.4
2011;4;28;11;18;38;32.14;84.26;4.21
2011;5;2;15;57;32;28.42;94.85;3.98
2011;5;9;6;29;55;33.06;89.09;4.4
2011;5;14;13;1;57;34.08;83.34;4.28
2011;5;16;12;17;20;38.98;96.85;4.16
2011;5;29;18;59;32;33.66;81.83;3.44
2011;6;8;3;5;7;43.09;88.4;4.59
2011;6;11;3;41;39;35.14;83.23;3.65
2011;6;22;11;55;57;33.82;89.21;4.83
2011;6;22;12;59;8;33.51;89.32;4.4
2011;6;22;13;45;27;33.73;89.11;4.53
2011;6;25;21;23;25;28.34;87.59;3.87
2011;7;1;21;15;16;32.97;96.62;4.09
2011;7;8;15;43;49;33.92;87.08;4.34
2011;7;10;0;26;40;34.18;78.38;3.87
2011;7;17;17;29;54;34.19;88.62;4.46
2011;7;25;15;33;36;29.94;103.02;4.21
2011;7;27;16;5;33;32.32;89.96;4.22
2011;8;1;20;5;35;33.97;87.72;3.98
2011;8;3;8;45;57;33.29;81.58;3.54
2011;8;3;16;54;7;33.88;87.72;3.87
2011;8;8;5;42;10;29.59;102.73;4.21
2011;8;18;2;39;33;32.24;85.14;3.76
2011;8;21;19;57;54;33.8;87.11;3.76
2011;9;10;23;6;58;37.58;97.15;3.76
2011;9;11;14;22;43;34.96;90.1;4.34
