id	year	month	day	hour	min	sec	lat	lon	depth	mag
97	2013	02	17	08	11	11.8	29.339	102.229	11.4	1.5
98	2013	02	17	09	15	57.3	29.143	102.348	24.3	0.2
99	2013	02	17	14	23	43.1	29.233	102.241	08.2	1.4
100	2013	02	18	01	18	19.3	29.305	102.274	12.4	0.7
101	2013	02	18	05	10	11.8	29.052	102.367	21.5	0.4
102	2013	02	18	06	11	22.5	28.849	102.187	12.4	0.2
103	2013	02	18	08	38	20.8	28.981	102.387	30.5	0.4
104	2013	02	18	11	07	47.2	29.528	102.030	14.7	0.9
105	2013	02	19	04	04	22.8	29.102	102.096	08.2	0.5
106	2013	02	19	04	33	48.1	29.100	102.094	07.1	-0.2
107	2013	02	19	22	00	31.4	29.007	102.430	21.4	-0.2
108	2013	02	20	00	50	30.2	28.970	101.949	06.5	0.7
109	2013	02	20	01	08	11.6	29.306	102.287	03.3	0.3
110	2013	02	20	01	12	49.1	29.014	102.442	26.5	-0.2
111	2013	02	20	10	16	29.4	28.992	102.256	13.0	0.6
112	2013	02	20	18	52	45.6	29.116	102.091	08.4	0.4
113	2013	02	20	20	55	15.8	29.072	102.348	24.3	-0.1
114	2013	02	20	22	10	32.7	29.302	102.278	05.6	0.9
115	2013	02	21	02	05	43.8	29.105	102.114	08.6	1.1
116	2013	02	21	07	50	06.4	29.031	102.371	22.8	0.5
117	2013	02	21	09	33	47.8	29.562	102.094	16.0	0.9
118	2013	02	21	12	06	32.5	29.010	102.420	20.9	0.4
119	2013	02	21	13	43	18.6	29.159	102.410	27.4	0.6
120	2013	02	21	13	48	35.7	29.103	102.102	09.4	0.3
121	2013	02	21	15	18	13.3	29.165	102.179	12.1	0.2
122	2013	02	21	15	33	04.5	29.281	102.284	05.6	0.4
123	2013	02	21	17	44	09.4	29.542	102.085	10.9	1.9
124	2013	02	22	01	35	10.0	29.102	102.111	07.1	0.3
125	2013	02	22	03	38	20.4	29.094	102.515	20.6	-0.4
126	2013	02	22	05	34	19.5	29.273	102.175	12.2	1.2
127	2013	02	22	13	48	15.9	29.536	102.181	11.6	0.7
128	2013	02	22	14	28	53.1	29.243	102.169	11.7	-0.3
129	2013	02	22	19	58	37.7	29.179	102.271	08.0	-0.2
130	2013	02	22	20	43	54.8	28.172	102.664	16.0	0.7
131	2013	02	23	03	23	46.5	29.097	102.097	08.2	-0.1
132	2013	02	23	04	21	41.3	29.101	102.091	07.0	0.3
133	2013	02	23	10	46	43.0	28.916	102.507	22.7	1.9
134	2013	02	23	12	03	06.3	29.094	102.351	32.3	0.6
135	2013	02	23	14	43	27.5	29.032	102.410	24.2	1.3
136	2013	02	23	15	13	54.2	29.028	102.408	24.4	0.6
137	2013	02	23	15	08	12.5	29.101	102.097	08.6	0.9
138	2013	02	23	16	05	36.2	29.035	102.414	24.1	1.3
139	2013	02	23	23	53	09.4	29.135	102.259	10.2	0.0
140	2013	02	24	00	30	04.3	29.093	101.865	19.1	0.9
141	2013	02	24	02	56	53.4	29.300	102.179	09.0	0.2
142	2013	02	24	04	58	04.9	29.064	102.361	25.1	0.1
143	2013	02	24	10	41	59.1	29.148	102.056	02.0	2.4
144	2013	02	24	13	43	07.9	29.103	102.100	09.1	1.2
145	2013	02	25	04	19	17.0	29.167	102.158	04.7	-0.3
146	2013	02	25	09	01	31.7	28.975	102.334	22.2	1.0
147	2013	02	25	11	05	59.8	29.162	102.367	13.0	1.4
148	2013	02	27	14	36	24.1	29.054	102.404	25.0	0.5
149	2013	02	27	21	44	27.8	29.219	102.169	06.3	0.0
150	2013	02	28	17	37	13.8	28.354	102.360	02.7	1.5
151	2013	03	01	03	14	47.8	29.536	102.041	12.3	0.4
152	2013	03	01	04	02	41.7	29.074	102.335	22.6	0.2
153	2013	03	01	11	38	47.9	29.046	102.376	25.9	0.3
154	2013	03	01	17	49	37.4	29.490	102.233	36.7	0.4
155	2013	03	02	10	13	18.4	27.862	102.422	11.9	1.5
156	2013	03	02	14	24	30.6	29.187	102.293	21.0	0.2
157	2013	03	02	17	14	16.1	29.092	102.354	23.5	0.3
158	2013	03	02	19	24	33.6	28.760	102.230	05.5	1.5
159	2013	03	02	21	18	52.1	28.966	102.487	23.9	-0.1
160	2013	03	03	01	34	19.8	28.506	102.702	10.7	1.6
161	2013	03	03	02	52	17.1	29.058	102.461	18.5	1.0
162	2013	03	03	05	35	41.8	29.141	102.403	29.6	0.3
163	2013	03	03	23	52	19.5	28.861	102.214	13.4	0.4
164	2013	03	04	02	08	09.6	29.139	102.773	03.6	0.9
165	2013	03	04	02	45	40.9	29.369	102.233	07.8	0.4
166	2013	03	04	03	38	27.0	29.145	102.141	06.4	0.4
167	2013	03	04	05	53	15.5	29.198	102.207	13.9	-0.3
168	2013	03	04	06	08	12.3	29.002	102.443	23.5	0.9
169	2013	03	04	06	13	35.3	28.963	102.478	25.3	0.0
170	2013	03	04	08	28	08.8	29.151	102.144	11.9	1.1
171	2013	03	04	12	54	06.5	28.973	102.354	23.2	0.6
172	2013	03	04	14	12	13.1	29.515	102.064	14.3	0.8
173	2013	03	04	18	35	32.9	29.235	102.345	23.2	0.5
174	2013	03	05	06	33	50.1	28.913	102.202	11.2	0.2
175	2013	03	05	11	18	21.5	28.653	102.409	25.6	1.2
176	2013	03	07	16	15	34.7	29.095	102.386	24.0	1.2
177	2013	03	08	04	27	10.4	29.193	102.192	06.3	0.4
178	2013	03	08	04	42	36.3	29.188	102.180	06.1	0.8
179	2013	03	08	09	13	15.2	29.059	102.495	08.8	0.9
180	2013	03	08	09	07	34.4	29.069	102.493	11.8	0.2
181	2013	03	08	11	17	42.5	29.077	102.245	15.1	0.5
182	2013	03	09	09	20	13.3	29.051	102.239	06.4	0.6
183	2013	03	09	09	41	05.2	28.911	102.491	19.7	1.1
184	2013	03	09	10	20	30.1	28.410	102.209	09.1	0.5
185	2013	03	09	18	43	14.1	28.899	102.215	12.9	1.0
186	2013	03	09	19	35	38.5	29.002	102.428	21.9	0.1
187	2013	03	09	23	02	32.8	29.016	102.244	10.2	0.6
188	2013	03	10	22	45	34.4	29.111	102.186	07.4	0.0
189	2013	03	11	01	35	45.4	29.015	102.490	22.7	0.6
190	2013	03	11	16	17	48.1	29.160	102.337	27.3	1.0
191	2013	03	11	22	01	47.9	29.058	102.370	22.7	1.9
192	2013	03	11	22	21	13.4	29.055	102.371	22.0	1.7
193	2013	03	12	05	59	17.6	29.059	102.398	25.0	-0.0
194	2013	03	12	16	11	24.1	29.078	101.835	15.6	1.7
195	2013	03	13	02	53	06.2	29.161	102.310	19.6	0.9
196	2013	03	13	06	11	56.9	29.025	102.433	24.2	0.7
197	2013	03	13	17	02	11.9	28.872	102.541	21.0	1.1
198	2013	03	14	17	39	46.4	28.420	102.302	07.7	0.8
199	2013	03	15	03	36	49.7	29.067	102.254	16.5	0.8
200	2013	03	15	03	38	05.8	29.062	102.251	16.3	0.2
201	2013	03	15	04	51	48.0	29.302	102.235	08.0	1.2
202	2013	03	15	16	18	47.0	29.098	102.239	11.1	0.4
203	2013	03	16	01	27	13.6	29.160	102.424	24.3	-0.2
204	2013	03	16	06	27	52.9	27.843	102.363	08.8	0.3
205	2013	03	16	21	16	28.2	29.152	102.362	24.0	1.5
206	2013	03	17	01	05	11.9	29.079	102.418	28.1	-0.4
207	2013	03	18	03	58	13.4	29.114	102.409	21.0	0.9
208	2013	03	23	03	35	58.0	28.980	102.169	14.3	0.5
209	2013	03	23	11	43	22.9	27.918	102.090	09.1	0.7
210	2013	03	24	11	55	44.2	27.927	102.056	16.9	0.2
211	2013	03	25	02	05	35.3	27.640	102.059	13.7	0.5
212	2013	03	25	19	21	14.1	27.556	102.120	22.7	0.5
213	2013	03	26	08	23	38.2	29.192	102.183	10.9	-0.2
214	2013	03	27	03	05	06.2	28.864	102.503	19.4	0.3
215	2013	03	28	05	37	11.6	29.052	102.382	25.1	1.1
216	2013	03	28	18	00	48.0	27.686	101.765	13.6	0.7
217	2013	03	28	18	31	28.1	29.110	102.397	21.4	1.2
218	2013	03	28	23	10	23.1	29.023	102.433	25.5	0.3
219	2013	03	30	05	04	01.4	29.110	102.376	28.1	0.4
220	2013	03	30	12	35	02.5	27.963	102.084	18.0	0.6
221	2013	03	31	01	37	01.5	27.902	102.339	05.3	0.2
222	2013	04	01	03	06	50.4	29.142	102.229	13.8	1.2
223	2013	04	02	17	49	46.9	28.417	102.206	04.1	0.8
224	2013	04	02	21	57	03.4	29.031	102.240	09.7	0.2
225	2013	04	02	22	43	25.1	29.061	102.354	23.2	0.6
226	2013	04	03	02	22	19.4	29.293	102.178	07.0	0.1
227	2013	04	03	06	54	00.1	29.078	102.358	22.6	0.5
228	2013	04	03	08	25	10.8	29.142	102.496	28.5	0.4
229	2013	04	03	11	58	54.0	27.645	101.873	37.0	0.9
230	2013	04	05	01	17	53.7	28.219	101.714	06.4	1.3
231	2013	04	05	03	20	23.2	27.521	102.478	14.6	0.3
232	2013	04	05	04	26	00.5	29.072	102.337	25.0	0.3
233	2013	04	06	14	37	14.6	29.184	102.412	24.8	1.1
234	2013	04	06	14	57	57.1	28.302	102.224	12.2	0.2
235	2013	04	06	18	34	23.3	29.017	102.356	22.5	1.8
236	2013	04	06	23	57	38.8	28.253	102.253	13.8	0.7
237	2013	04	07	10	58	25.3	28.944	102.488	22.3	1.3
238	2013	04	07	22	05	12.1	28.951	102.488	20.1	0.7
239	2013	04	09	05	23	52.4	29.179	102.375	16.4	-0.2
240	2013	04	09	07	46	13.9	29.074	102.377	24.8	0.1
241	2013	04	10	04	32	32.9	29.217	102.233	06.1	-0.1
242	2013	04	10	04	37	32.1	29.230	102.222	09.7	0.3
243	2013	04	10	17	53	32.9	29.455	102.216	36.9	0.9
244	2013	04	10	17	58	35.1	28.469	102.663	09.5	1.6
245	2013	04	10	18	00	50.9	27.620	101.865	22.4	0.7
246	2013	04	11	02	14	34.0	28.681	102.661	09.5	0.9
247	2013	04	11	14	38	52.9	29.454	102.077	13.4	0.8
248	2013	04	11	21	30	40.7	29.056	102.369	24.1	0.2
249	2013	04	11	22	29	28.0	29.122	102.074	11.8	1.4
250	2013	04	12	02	49	12.9	29.221	102.188	10.0	0.7
251	2013	04	12	06	26	42.6	29.061	102.477	20.9	0.6
252	2013	04	14	03	51	52.3	29.027	102.419	23.8	0.5
253	2013	04	15	11	53	19.2	29.529	102.138	16.9	0.5
254	2013	04	16	11	47	02.4	27.950	102.102	12.0	0.2
255	2013	04	17	11	30	31.4	27.927	102.101	10.2	0.8
256	2013	04	18	01	58	16.6	29.121	102.541	19.9	0.0
257	2013	04	18	15	50	15.0	28.997	102.243	13.2	0.8
258	2013	04	18	20	45	26.3	29.062	102.320	09.3	0.7
259	2013	04	19	09	11	07.8	29.309	102.268	20.3	0.2
260	2013	04	20	03	35	59.0	27.888	102.328	05.7	-0.2
261	2013	04	20	06	18	12.4	29.215	102.085	05.0	0.1
262	2013	04	20	19	28	55.6	27.926	102.062	11.4	0.4
263	2013	04	21	00	28	17.3	29.199	102.422	25.4	-0.5
264	2013	04	21	08	25	27.9	29.059	102.383	23.3	0.6
265	2013	04	22	00	02	48.4	29.141	102.266	12.1	0.1
266	2013	04	22	01	20	34.0	29.111	102.130	16.8	0.1
267	2013	04	22	07	37	48.3	29.158	102.338	21.2	0.7
268	2013	04	22	11	42	57.3	27.965	102.094	16.3	0.7
269	2013	04	22	11	52	30.4	27.973	102.086	17.1	0.8
270	2013	04	23	07	23	51.9	28.778	102.472	24.7	0.8
271	2013	04	23	08	00	58.3	29.056	102.349	26.6	0.0
272	2013	04	24	12	00	42.9	27.625	101.786	03.0	1.2
273	2013	04	24	15	29	53.2	29.220	102.266	10.4	0.0
274	2013	04	24	18	28	22.8	27.784	102.139	11.1	0.2
275	2013	04	24	20	46	48.2	29.112	102.330	21.9	0.1
276	2013	04	25	03	43	21.0	29.013	102.457	20.5	0.2
277	2013	04	25	14	30	35.1	29.206	102.232	08.9	0.0
278	2013	04	26	00	53	20.0	28.885	102.496	21.4	0.0
279	2013	04	26	01	02	15.2	28.881	102.468	22.2	0.8
280	2013	04	26	05	05	51.1	29.137	102.102	10.6	2.2
281	2013	04	26	18	07	07.2	29.180	102.249	12.9	0.2
282	2013	04	27	02	50	43.6	28.680	102.683	13.8	0.2
283	2013	04	27	09	02	55.6	29.094	102.356	21.7	1.0
284	2013	04	28	02	14	41.3	28.270	102.245	14.7	0.9
285	2013	04	28	07	33	54.1	29.024	102.385	24.8	0.7
286	2013	04	28	10	20	31.3	29.483	102.195	13.1	1.2
287	2013	04	28	13	11	21.8	29.001	102.472	21.3	0.3
288	2013	04	28	17	52	46.4	29.465	102.232	27.8	0.2
289	2013	04	29	06	08	22.1	29.023	102.418	20.4	1.9
290	2013	04	30	02	51	24.0	28.318	102.204	13.4	-0.1
291	2013	05	01	14	51	19.3	28.194	102.219	10.1	0.2
292	2013	05	02	07	29	37.5	29.058	102.414	22.9	0.3
293	2013	05	02	16	11	50.1	28.915	102.502	24.3	0.6
294	2013	05	03	13	13	51.9	29.185	102.217	07.9	0.0
295	2013	05	04	00	38	51.0	28.214	101.755	11.3	0.6
296	2013	05	04	11	36	48.0	27.949	102.098	15.0	0.6
297	2013	05	04	23	47	37.7	29.186	102.206	08.5	-0.1
298	2013	05	05	03	03	50.6	29.071	102.476	24.1	0.4
299	2013	05	05	19	21	10.2	29.025	102.406	23.3	0.6
300	2013	05	06	03	12	10.9	29.149	102.372	25.1	-0.2
301	2013	05	06	05	36	02.5	28.083	102.259	11.5	1.3
302	2013	05	06	22	05	26.4	28.910	102.499	23.7	-0.2
303	2013	05	07	00	24	15.8	29.069	102.379	25.9	-0.4
304	2013	05	07	22	18	41.7	29.177	102.398	23.4	-0.2
305	2013	05	08	01	50	25.1	29.213	102.202	11.6	-0.2
306	2013	05	08	02	51	40.4	29.059	102.027	02.8	0.5
307	2013	05	08	05	09	30.0	29.295	102.230	15.6	-0.3
308	2013	05	08	18	00	29.5	27.634	101.884	16.5	1.1
309	2013	05	09	00	09	11.8	29.076	102.358	20.5	0.3
310	2013	05	09	03	17	53.8	29.165	102.391	11.0	0.1
311	2013	05	09	04	55	52.2	29.171	102.425	23.0	-0.1
312	2013	05	09	18	00	17.8	27.623	101.899	26.0	0.6
313	2013	05	09	23	17	11.5	29.101	102.370	22.0	-0.1
314	2013	05	10	03	30	26.1	29.199	102.364	29.5	-0.1
315	2013	05	10	10	03	36.0	29.094	102.380	23.0	0.1
316	2013	05	10	11	36	01.4	27.965	102.088	17.6	0.4
317	2013	05	12	12	00	20.7	27.933	101.933	00.5	0.7
318	2013	05	12	18	34	16.7	27.921	102.022	10.0	0.5
319	2013	05	13	05	19	24.4	28.632	102.476	21.4	0.5
320	2013	05	14	14	42	29.6	28.767	102.574	16.2	0.2
321	2013	05	14	18	58	55.2	29.459	102.228	25.1	0.2
322	2013	05	15	12	49	43.4	29.285	102.260	07.8	1.3
323	2013	05	15	18	47	22.5	27.645	101.769	16.5	1.2
324	2013	05	15	19	46	54.7	28.438	102.254	03.3	1.0
325	2013	05	15	22	12	38.8	29.201	102.376	14.4	-0.1
326	2013	05	16	02	18	43.3	29.059	102.364	27.1	-0.1
327	2013	05	16	04	56	16.5	29.052	102.476	20.3	-0.3
328	2013	05	16	16	10	11.6	29.094	102.243	17.5	0.2
329	2013	05	16	17	16	40.8	28.425	102.242	01.4	1.3
330	2013	05	17	13	51	47.5	29.253	102.290	25.4	0.3
331	2013	05	18	01	18	16.1	29.059	102.370	26.1	-0.1
332	2013	05	18	01	54	13.8	29.222	102.194	11.0	1.1
333	2013	05	18	04	14	25.9	28.151	101.724	04.9	1.1
334	2013	05	18	11	36	02.3	27.970	102.088	17.2	0.4
335	2013	05	18	18	57	01.6	28.243	102.094	16.3	0.5
336	2013	05	19	12	20	03.4	29.290	102.259	07.2	1.6
337	2013	05	19	22	27	38.4	27.753	101.808	11.1	0.8
338	2013	05	20	00	52	44.5	29.252	102.379	09.0	-0.1
339	2013	05	20	02	44	33.1	28.868	102.234	11.0	1.0
340	2013	05	20	13	57	43.6	28.087	102.252	10.1	0.9
341	2013	05	21	02	11	53.5	29.399	102.311	17.8	0.4
342	2013	05	21	18	00	25.7	27.573	101.875	15.8	0.8
343	2013	05	21	18	27	32.4	29.106	102.229	14.4	0.2
344	2013	05	22	05	21	14.1	27.426	102.027	15.5	2.3
345	2013	05	22	09	43	59.0	28.943	102.491	20.2	0.6
346	2013	05	22	11	41	39.1	27.927	102.079	11.9	0.5
347	2013	05	22	23	56	57.6	29.168	102.368	19.2	-0.0
348	2013	05	23	10	16	28.9	28.934	102.244	06.9	0.9
349	2013	05	24	01	07	11.5	29.058	102.354	24.8	1.2
350	2013	05	24	21	08	06.3	29.066	102.359	21.8	1.1
351	2013	05	25	02	51	06.5	29.470	102.076	13.4	1.1
352	2013	05	25	08	03	11.8	29.093	102.436	19.6	0.1
353	2013	05	25	12	35	44.5	29.051	102.363	27.4	0.4
354	2013	05	26	06	49	28.0	28.959	102.477	28.7	0.5
355	2013	05	26	22	16	25.2	29.126	102.139	08.6	0.6
356	2013	05	26	23	32	22.7	29.129	102.166	07.1	1.3
357	2013	05	27	00	37	13.9	28.845	102.463	26.8	0.6
358	2013	05	27	01	35	18.7	27.887	102.060	11.1	0.3
359	2013	05	27	02	28	50.4	28.269	102.251	15.7	-0.4
360	2013	05	27	02	38	42.2	28.264	102.258	15.4	-0.0
361	2013	05	27	03	59	22.4	29.041	102.428	21.0	-0.1
362	2013	05	28	18	15	12.8	27.899	102.052	11.3	-0.2
363	2013	05	29	13	28	51.1	29.030	102.366	25.9	0.6
364	2013	05	30	09	40	50.0	29.029	102.359	18.3	0.3
365	2013	05	30	12	15	02.6	29.018	102.241	10.5	0.5
366	2013	05	31	15	45	02.7	28.368	101.928	15.9	1.0
367	2013	06	01	02	11	02.1	29.170	102.381	16.1	-0.2
368	2013	06	01	06	40	45.5	29.129	102.393	32.7	0.1
369	2013	06	01	10	05	48.7	29.132	102.147	05.9	0.6
370	2013	06	01	14	11	55.8	29.375	102.647	10.4	0.4
371	2013	06	01	18	00	38.8	29.014	102.248	10.0	0.2
372	2013	06	02	04	00	55.7	29.079	102.357	22.5	-0.1
373	2013	06	02	12	00	34.1	29.117	102.379	28.3	0.4
374	2013	06	02	21	57	15.8	29.125	102.390	32.9	0.4
375	2013	06	03	02	04	56.5	29.096	102.436	19.6	-0.2
376	2013	06	03	17	44	12.3	29.031	102.419	22.9	1.2
377	2013	06	04	02	34	38.8	28.981	102.478	21.0	0.5
378	2013	06	04	19	36	53.2	29.056	102.353	28.1	0.5
379	2013	06	05	04	31	04.3	29.209	102.361	25.7	0.3
380	2013	06	05	21	58	57.5	29.149	102.381	23.2	-0.0
381	2013	06	05	22	19	16.2	28.205	101.724	12.7	0.6
382	2013	06	06	11	10	56.9	29.080	102.381	23.9	-0.1
383	2013	06	06	14	30	24.7	29.047	102.403	22.9	0.2
384	2013	06	07	01	19	14.4	29.287	102.390	21.3	0.0
385	2013	06	07	05	47	25.4	28.915	102.227	08.4	0.5
386	2013	06	07	06	24	50.4	29.157	102.356	23.8	0.1
387	2013	06	07	16	58	31.2	28.433	102.253	09.0	1.0
388	2013	06	07	18	55	57.7	29.459	102.237	28.8	0.8
389	2013	06	08	06	20	21.1	29.104	102.384	26.6	-0.1
390	2013	06	08	07	38	04.8	29.149	102.350	21.8	-0.1
391	2013	06	09	06	09	03.2	28.955	102.313	26.1	0.3
392	2013	06	09	10	51	07.8	27.744	102.377	19.9	0.2
393	2013	06	09	12	05	17.5	27.678	101.875	21.8	0.9
394	2013	06	09	14	52	04.2	29.252	102.300	10.5	0.4
395	2013	06	10	15	54	51.8	29.180	102.060	02.1	0.4
396	2013	06	10	20	40	46.1	29.587	102.102	06.9	0.7
397	2013	06	11	01	41	50.3	27.642	101.846	08.2	1.1
398	2013	06	11	02	48	47.3	27.646	101.854	08.0	1.8
399	2013	06	11	03	31	29.9	29.563	101.889	05.1	1.0
400	2013	06	11	05	00	58.9	29.088	102.261	12.1	0.1
401	2013	06	11	10	03	37.8	29.145	102.365	23.2	-0.1
402	2013	06	11	11	14	39.7	29.053	102.360	22.3	1.0
403	2013	06	11	12	46	45.7	29.119	102.320	29.3	0.5
404	2013	06	11	20	32	50.5	28.573	102.732	12.3	1.0
405	2013	06	11	20	57	15.3	27.646	101.852	07.3	0.7
406	2013	06	11	22	04	28.7	28.613	102.617	03.0	0.8
407	2013	06	12	02	02	48.1	28.664	102.686	10.6	0.9
408	2013	06	12	03	03	57.0	29.052	102.363	26.9	1.2
409	2013	06	13	03	41	22.0	27.641	101.865	00.0	0.9
410	2013	06	13	04	17	54.0	29.087	102.362	24.0	-0.2
411	2013	06	13	23	09	34.2	29.212	102.192	10.1	-0.1
412	2013	06	15	05	03	39.4	29.058	102.378	25.6	-0.4
413	2013	06	15	08	03	21.2	29.159	102.429	23.6	0.1
414	2013	06	15	11	33	20.0	27.837	102.130	25.6	-0.1
415	2013	06	15	13	07	43.7	29.123	102.381	29.3	0.6
416	2013	06	15	18	55	38.7	29.528	102.041	09.3	1.0
417	2013	06	15	22	48	32.7	29.011	102.393	25.5	1.3
418	2013	06	15	22	50	31.3	29.010	102.386	26.2	0.5
419	2013	06	16	15	05	10.1	29.124	102.179	07.8	0.2
420	2013	06	16	16	03	39.8	29.175	102.355	29.5	0.9
